territoryId;Name;Type;Controller;IPC;IsCapital;CapitalOf;VictoryCity;Map;MainCapital;Army (nutrales);Continent;Territories owner;Infantry;Artillery;Mechanized Infantry;Tank;AAA;Fighter;Tactical Bomber;Strategic Bomber;Battleship;Aircraft Carrier;Cruiser;Destroyer;Submarine;Transport;Minor Industrial Complex;Major Industrial Complex;Air Base;Naval Base;Globale Rules;Army in other terretory;startingUnits;adjacentterritory;capital;neutralType;originalOwner;neighbors
europe-iceland;Iceland;Territory;UK (Europe);0;No;;No;Europe;;;Europe;UK (Europe);;;;;;;;;;;;;;;;;1;;;;"[{""nation"": ""UK (Europe)""}]";;"{""isCapital"": false, ""type"": ""none""}";none;UK (Europe);118;119
europe-scotland;Scotland;Territory;UK (Europe);2;No;;No;Europe;;;Europe;UK (Europe);2;;;;1;1;;;;;;;;;;;1;;;;"[{""nation"": ""UK (Europe)"", ""infantry"": 2, ""aaa"": 1, ""fighter"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;UK (Europe);United Kingdom (London);Eire;109;111;112
europe-eire;Eire;Territory;Pro Allies;0;No;;No;Europe;;0;Europe;Pro Allies;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Pro Allies""}]";;"{""isCapital"": false, ""type"": ""none""}";none;Pro Allies;United Kingdom (London);Scotland;108;109
europe-united-kingdom-london;United Kingdom (London);Territory;UK (Europe);6;Yes;UK (Europe);Yes;Europe;Yes;;Europe;UK (Europe);2;;1;;4;2;;1;;;;;;;;1;1;1;;;"[{""nation"": ""France"", ""infantry"": 2, ""artillery"": 1, ""mechanizedinfantry"": 1}, {""nation"": ""UK (Europe)"", ""infantry"": 2, ""mechanizedinfantry"": 1, ""aaa"": 4, ""fighter"": 2, ""strategicbomber"": 1}]";;"{""isCapital"": true, ""type"": ""main"", ""capitalOf"": ""UK (Europe)""}";none;UK (Europe);Scotland;Eire;106;109;110
europe-normandy-bordeaux;Normandy Bordeaux ;Territory;France;2;No;;No;Europe;;;Europe;France;1;1;;;;;;;;;;;;;1;;;1;;;"[{""nation"": ""France"", ""infantry"": 1, ""artillery"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;France;France (Paris);Southern France;105;106
europe-southern-france;Southern France;Territory;France;3;No;;No;Europe;;;Europe;France;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""France""}]";;"{""isCapital"": false, ""type"": ""none""}";none;France;France (Paris);Normandy Bordeaux ;Northern Italy;Switzerland;92
europe-france-paris;France (Paris);Territory;France;4;Yes;France;Yes;Europe;Yes;;Europe;France;6;1;;1;1;1;;;;;;;;;;1;1;;;;"[{""nation"": ""UK (Europe)"", ""infantry"": 1, ""mechanizedinfantry"": 1}, {""nation"": ""France"", ""infantry"": 6, ""artillery"": 1, ""tank"": 1, ""aaa"": 1, ""fighter"": 1}]";;"{""isCapital"": true, ""type"": ""main"", ""capitalOf"": ""France""}";none;France;Holland/Belgium;Western Germany;Normandy Bordeaux ;Southern France
europe-hollandbelgium;Holland/Belgium;Territory;Germany;3;No;;No;Europe;;;Europe;Germany;4;2;;3;;1;;;;;;;;;;;;;;;"[{""nation"": ""Germany"", ""infantry"": 4, ""artillery"": 2, ""tank"": 3, ""fighter"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;Germany;Western Germany;France (Paris);110;112
europe-western-germany;Western Germany;Territory;Germany;5;No;;No;Europe;;;Europe;Germany;3;1;4;;3;2;3;;;;;;;;;1;1;1;;;"[{""nation"": ""Germany"", ""infantry"": 3, ""artillery"": 1, ""mechanizedinfantry"": 4, ""aaa"": 3, ""fighter"": 2, ""tacticalbomber"": 3}]";;"{""isCapital"": false, ""type"": ""none""}";none;Germany;Germany (Berlin);Holland/Belgium;France (Paris);Greater Southern Germany;112
europe-switzerland;Switzerland;Territory;Neutral;0;No;;No;Europe;;;Europe;Neutral;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Neutral (Strict)""}]";;"{""isCapital"": false, ""type"": ""none""}";strict;Neutral;France (Paris);Greater Southern Germany;Northern Italy;Southern France
europe-germany-berlin;Germany (Berlin);Territory;Germany;5;Yes;Germany;Yes;Europe;Yes;;Europe;Germany;11;3;;;3;;1;2;;;;;;;;1;;;;;"[{""nation"": ""Germany"", ""infantry"": 11, ""artillery"": 3, ""aaa"": 3, ""tacticalbomber"": 1, ""strategicbomber"": 2}]";;"{""isCapital"": true, ""type"": ""main"", ""capitalOf"": ""Germany""}";none;Germany;Western Germany;Denmark;Poland (Warsava);Greater Southern Germany;Baltic States
europe-denmark;Denmark;Territory;Germany;2;No;;No;Europe;;;Europe;Germany;2;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Germany"", ""infantry"": 2}]";;"{""isCapital"": false, ""type"": ""none""}";none;Germany;Germany (Berlin);Norway;Sweden;112;113;114
europe-greater-southern-germany;Greater Southern Germany;Territory;Germany;4;No;;No;Europe;;;Europe;Germany;6;2;;3;;;;;;;;;;;;;;;;;"[{""nation"": ""Germany"", ""infantry"": 6, ""artillery"": 2, ""tank"": 3}]";;"{""isCapital"": false, ""type"": ""none""}";none;Germany;Germany (Berlin);Western Germany;Switzerland;Northern Italy;Slovakia/Hungary;Poland (Warsava)
europe-poland-warsava;Poland (Warsava);Territory;Germany;2;Yes;Germany;Yes;Europe;;;Europe;Germany;3;;;1;;;1;;;;;;;;;;;;;;"[{""nation"": ""Germany"", ""infantry"": 3, ""tank"": 1, ""tacticalbomber"": 1}]";;"{""isCapital"": true, ""type"": ""regional"", ""capitalOf"": ""Germany""}";none;Germany;Germany (Berlin);Baltic States;Belarus;Eastern Poland;Greater Southern Germany;Slovakia/Hungary
europe-slovakiahungary;Slovakia/Hungary;Territory;Germany;3;No;;No;Europe;;;Europe;Germany;2;;;1;;1;;;;;;;;;;;;;;;"[{""nation"": ""Germany"", ""infantry"": 2, ""tank"": 1, ""fighter"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;Germany;Greater Southern Germany;Poland (Warsava);Eastern Poland;Yugoslavia;Romania
europe-romania;Romania;Territory;Germany;3;No;;No;Europe;;;Europe;Germany;2;;;1;;;;;;;;;;;;;;;;;"[{""nation"": ""Germany"", ""infantry"": 2, ""tank"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;Germany;Slovakia/Hungary;Bulgaria;Western Ukraine;Bessarabia;Yugoslavia
europe-yugoslavia;Yugoslavia;Territory;Neutral;2;No;;No;Europe;;2;Europe;Neutral;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Neutral (Pro Allies)""}]";;"{""isCapital"": false, ""type"": ""none""}";pro-allies;Neutral;Greater Southern Germany;Northern Italy;Albania;Bulgaria;Romania;Slovakia/Hungary
europe-albania;Albania;Territory;Italy;1;No;;No;Europe;;;Europe;Italy;2;;;1;;;;;;;;;;;;;;;;;"[{""nation"": ""Italy"", ""infantry"": 2, ""tank"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;Italy;Yugoslavia;Greece;96
europe-bulgaria;Bulgaria;Territory;Neutral;1;No;;No;Europe;;4;Europe;Neutral;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Neutral (Pro Axis)""}]";;"{""isCapital"": false, ""type"": ""none""}";pro-axis;Neutral;Romania;Yugoslavia;Greece;Turkey
europe-greece;Greece;Territory;Neutral;2;No;;No;Europe;;4;Europe;Neutral;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Neutral (Pro Allies)""}]";;"{""isCapital"": false, ""type"": ""none""}";pro-allies;Neutral;Yugoslavia;Albania;Bulgaria;96;97
europe-norway;Norway;Territory;Germany;3;No;;No;Europe;;;Europe;Germany;3;;;;;1;;;;;;;;;;;;;;;"[{""nation"": ""Germany"", ""infantry"": 3, ""fighter"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;Germany;Denmark;Sweden;Finland;116;117;118
europe-sweden;Sweden;Territory;Neutral;3;No;;No;Europe;;6;Europe;Neutral;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Neutral (Strict)""}]";;"{""isCapital"": false, ""type"": ""none""}";strict;Neutral;Denmark;Norway;Finland;112;113;115
europe-finland;Finland;Territory;Neutral;2;No;;No;Europe;;4;Europe;Neutral;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Neutral (Pro-Axis)""}]";;"{""isCapital"": false, ""type"": ""none""}";pro-axis;Neutral;Norway;Sweden;Vyborg;Karelia;115
europe-portugal;Portugal;Territory;Neutral;1;No;;No;Europe;;2;Europe;Neutral;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Neutral""}]";;"{""isCapital"": false, ""type"": ""none""}";other;Neutral;Spain;103;104
europe-spain;Spain;Territory;Neutral;2;No;;No;Europe;;6;Europe;Neutral;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Neutral""}]";;"{""isCapital"": false, ""type"": ""none""}";other;Neutral;Portugal;France (Paris);Gibraltar;91;92;103
europe-gibraltar;Gibraltar;Territory;UK (Europe);0;No;;No;Europe;;;Europe;UK (Europe);;;;;;;;;;;;;;;;;;1;;;"[{""nation"": ""UK (Europe)""}]";;"{""isCapital"": false, ""type"": ""none""}";none;UK (Europe);Spain;Morocco;91;92;93
europe-northern-italy;Northern Italy;Territory;Italy;4;No;;No;Europe;;;Europe;Italy;2;2;;1;2;;;1;;;;;;;;1;;;;;"[{""nation"": ""Italy"", ""infantry"": 2, ""artillery"": 2, ""tank"": 1, ""aaa"": 2, ""strategicbomber"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;Italy;Greater Southern Germany;Switzerland;Southern Italy (Rome);Yugoslavia;Southern France
europe-southern-italy-rome;Southern Italy (Rome);Territory;Italy;4;Yes;Italy;Yes;Europe;Yes;;Europe;Italy;6;;;;2;2;;;;;;;;;1;;1;1;;;"[{""nation"": ""Italy"", ""infantry"": 6, ""aaa"": 2, ""fighter"": 2}]";;"{""isCapital"": true, ""type"": ""main"", ""capitalOf"": ""Italy""}";none;Italy;Northern Italy;Yugoslavia;Albania;Sicily;92;95
europe-sardinia;Sardinia;Territory;Italy;0;No;;No;Europe;;;Europe;Italy;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Italy""}]";;"{""isCapital"": false, ""type"": ""none""}";none;Italy;94;95
europe-sicily;Sicily;Territory;Italy;0;No;;No;Europe;;;Europe;Italy;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Italy""}]";;"{""isCapital"": false, ""type"": ""none""}";none;Italy;Southern Italy (Rome);95;96
europe-malta;Malta;Territory;UK (Europe);0;No;;No;Europe;;;Europe;UK (Europe);1;;;;1;1;;;;;;;;;;;;;;;"[{""nation"": ""UK (Europe)"", ""infantry"": 1, ""aaa"": 1, ""fighter"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;UK (Europe);96
europe-rio-de-oro;Rio de Oro;Territory;Neutral;0;No;;No;Europe;;;Africa;Neutral;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Neutral""}]";;"{""isCapital"": false, ""type"": ""none""}";other;Neutral;Morocco;French West Africa;Algeria;91
europe-morocco;Morocco;Territory;France;1;No;;No;Europe;;;Africa;France;1;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""France"", ""infantry"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;France;Algeria;Rio de Oro;Gibraltar;91;92
europe-algeria;Algeria;Territory;France;1;No;;No;Europe;;;Africa;France;1;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""France"", ""infantry"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;France;Morocco;Tunisia;Libya;French West Africa;92;93;94
europe-tunisia;Tunisia;Territory;France;1;No;;No;Europe;;;Africa;France;1;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""France"", ""infantry"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;France;Algeria;Libya;Sicily;94;95
europe-portuguese-guinea;Portuguese Guinea;Territory;Neutral;0;No;;No;Europe;;;Africa;Neutral;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Neutral""}]";;"{""isCapital"": false, ""type"": ""none""}";other;Neutral;
europe-sierra-leone;Sierra Leone;Territory;Neutral;0;No;;No;Europe;;;Africa;Neutral;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Neutral""}]";;"{""isCapital"": false, ""type"": ""none""}";other;Neutral;
europe-liberia;Liberia;Territory;Neutral;0;No;;No;Europe;;;Africa;Neutral;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Neutral""}]";;"{""isCapital"": false, ""type"": ""none""}";other;Neutral;
europe-french-west-africa;French West Africa;Territory;France;1;No;;No;Europe;;;Africa;France;1;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""France"", ""infantry"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;France;
europe-gold-coast;Gold Coast;Territory;UK (Europe);1;No;;No;Europe;;;Africa;UK (Europe);;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""UK (Europe)""}]";;"{""isCapital"": false, ""type"": ""none""}";none;UK (Europe);
europe-french-central-africa;French Central Africa;Territory;France;1;No;;No;Europe;;;Africa;France;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""France""}]";;"{""isCapital"": false, ""type"": ""none""}";none;France;
europe-nigeria;Nigeria;Territory;France;1;No;;No;Europe;;;Africa;France;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""France""}]";;"{""isCapital"": false, ""type"": ""none""}";none;France;
europe-french-equatorial-africa;French Equatorial Africa;Territory;France;1;No;;No;Europe;;;Africa;France;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""France""}]";;"{""isCapital"": false, ""type"": ""none""}";none;France;
europe-anglo-egyptian-sudan;Anglo-Egyptian Sudan;Territory;France;1;No;;No;Europe;;;Africa;France;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""France""}]";;"{""isCapital"": false, ""type"": ""none""}";none;France;
europe-egypt;Egypt;Territory;UK (Europe);2;No;;Yes;Europe;;;Africa;UK (Europe);2;1;1;;;;;;;;;;;;;;;1;;;"[{""nation"": ""ANZAC"", ""infantry"": 1}, {""nation"": ""UK (Europe)"", ""infantry"": 2, ""artillery"": 1, ""mechanizedinfantry"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;UK (Europe);Libya;Tobruk;Alexandria;Anglo-Egyptian Sudan;Trans-Jordan;94
europe-alexandria;Alexandria;Territory;UK (Europe);0;No;;No;Europe;;;Africa;UK (Europe);2;1;;1;;;;;;;;;;;;;;;;;"[{""nation"": ""UK (Europe)"", ""infantry"": 2, ""artillery"": 1, ""tank"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;UK (Europe);Egypt;Tobruk;95;96
europe-tobruk;Tobruk;Territory;Italy;0;No;;No;Europe;;;Africa;Italy;3;1;1;1;;;;;;;;;;;;;;;;;"[{""nation"": ""Italy"", ""infantry"": 3, ""artillery"": 1, ""mechanizedinfantry"": 1, ""tank"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;Italy;Libya;Egypt;94
europe-libya;Libya;Territory;Italy;0;No;;No;Europe;;;Africa;Italy;1;1;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Italy"", ""infantry"": 1, ""artillery"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;Italy;Algeria;Tunisia;Egypt;Tobruk;93;94
europe-belgian-congo;Belgian Congo;Territory;UK (Europe);1;No;;No;Europe;;;Africa;UK (Europe);;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""UK (Europe)""}]";;"{""isCapital"": false, ""type"": ""none""}";none;UK (Europe);
europe-tanganyika-terrutory;Tanganyika Terrutory;Territory;UK (Europe);1;No;;No;Europe;;;Africa;UK (Europe);;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""UK (Europe)""}]";;"{""isCapital"": false, ""type"": ""none""}";none;UK (Europe);
europe-angola;Angola;Territory;Neutral;1;No;;No;Europe;;2;Africa;Neutral;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Neutral""}]";;"{""isCapital"": false, ""type"": ""none""}";other;Neutral;
europe-south-west-africa;South West Africa;Territory;UK (Europe);1;No;;No;Europe;;;Africa;UK (Europe);;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""UK (Europe)""}]";;"{""isCapital"": false, ""type"": ""none""}";none;UK (Europe);
europe-rhodesia;Rhodesia;Territory;UK (Europe);1;No;;No;Europe;;;Africa;UK (Europe);;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""UK (Europe)""}]";;"{""isCapital"": false, ""type"": ""none""}";none;UK (Europe);
europe-union-of-south-africa;Union of South Africa;Territory;UK (Europe);2;No;;No;Europe;;;Africa;UK (Europe);2;;;;;;;;;;;;;;1;;;1;;;"[{""nation"": ""UK (Europe)"", ""infantry"": 2}]";;"{""isCapital"": false, ""type"": ""none""}";none;UK (Europe);
europe-mozambique;Mozambique;Territory;Neutral;1;No;;No;Europe;;2;Africa;Neutral;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Neutral""}]";;"{""isCapital"": false, ""type"": ""none""}";other;Neutral;
europe-french-madagascar;French Madagascar;Territory;France;1;No;;No;Europe;;;Africa;France;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""France""}]";;"{""isCapital"": false, ""type"": ""none""}";none;France;
europe-italian-somaliland;Italian Somaliland;Territory;Italy;0;No;;No;Europe;;;Africa;Italy;1;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Italy"", ""infantry"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;Italy;
europe-british-somaliland;British Somaliland;Territory;UK (Europe);0;No;;No;Europe;;;Africa;UK (Europe);;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""UK (Europe)""}]";;"{""isCapital"": false, ""type"": ""none""}";none;UK (Europe);
europe-ethiopia;Ethiopia;Territory;Italy;0;No;;No;Europe;;;Africa;Italy;2;1;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Italy"", ""infantry"": 2, ""artillery"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;Italy;
